title,description,rating,travel_date,review_date
Louise was extremely competent and…,Louise was extremely competent and understanding of the issue in the payslip. She also was very friendly and helpful.,5,Date of experience: 10 March 2023,10 Mar 2023
Very prompt,"Very prompt, knowledgeable and efficient. I feel very reassured.",5,Date of experience: 10 March 2023,10 Mar 2023
Answered my questions,"Answered my questions, knew where to find additional data and is sending through everything to send to HMRC",5,Date of experience: 10 March 2023,10 Mar 2023
Everything was informative as well as…,"Everything was informative as well as helpful, helped giving me the direction I needed",5,Date of experience: 09 March 2023,10 Mar 2023
Very friendly and good interaction,Date of experience: 09 March 2023,5,Date of experience: 09 March 2023,9 Mar 2023
They really are consistently a good…,They really are consistently a good company to deal with. In my experience this is unusual.,5,Date of experience: 09 March 2023,9 Mar 2023
Payslip,"I called with my colleague, we had a few enquiries. All got resolved. The gentlemen on the phone was very polite and the service was very sufficient.",5,Date of experience: 08 March 2023,8 Mar 2023
Speedy Responses,Quick responses. Clear and precise instructions and information given. While always being courteous.,5,Date of experience: 08 March 2023,8 Mar 2023
George was efficient,"George was efficient, polite and thorough.",5,Date of experience: 08 March 2023,8 Mar 2023
Query about holiday pay,Louise was very helpful polite and friendly dealt with my query straight away,5,Date of experience: 07 March 2023,7 Mar 2023
Louise was polite,"Louise was polite, friendly and handled my query very well. Found out what was required with minimum time on hold. Professional and courteous yet retained a sense of humour unlike the script reading robots one sometimes encounters.",5,Date of experience: 07 March 2023,7 Mar 2023
Jemma answered my queries and…,Jemma answered my queries and requisitions.She’s polite and swift with a seasoned sense of humour.-Dr Kingsley.,5,Date of experience: 06 March 2023,6 Mar 2023
The chap was very helpful,Date of experience: 04 March 2023,5,Date of experience: 04 March 2023,4 Mar 2023
Forced in to using this company.........,"I DID A DAYS WORK EARNED £100 pounds and they took £21.50 off me for their fees!!!!!!! absolutely scandalous, what a rip off, these are con merchants and thieves.I WORKED A WEEK IN HAND SO THEY HAD 14 DAYS TO SORT OUT MY MONEY, THEY CONTACTED ME THE DAY BEFORE WAGE DAY ASKING FOR INFORMATION I HAD ALREADY GIVEN THEM 14 DAYS AGO, WHICH CASUED A DELAY IN MY PAYMENT AND I WAS TOLD BY THE LADY AT WORKWELL I HAVE TO WAIT TILL 5:30PM TODAY TO SEE IF THE MONEY GOES IN, AND IF NOT I WILL HAVE TO WAIT TILL MONDAY TO RAISE A COMPLANT!!!! I HAVE TO GO A WHOLE WEEKEND WITH NO MONEY AND I DONT HAVE A CLUE WHEN IM GETTING PAID.UNACCEPTABLE.I was forced to use this company, my wages were held to ransom unless I agreed to sign up with them and pay their fees, I am not self employed or CIS.I was promised £12.50 an hour, By Roger Mchugh Agency but then the manager told they couldn't afford to pay me paye at that rate ADVERTISED and it would have to be £11.44 as they charged the client to low a price and that the fees the Umbrella company are to cover their cost!!! So I have to pay fees to get money i earned, WHY, BECAUSE THEY ARE TO WEAK TO GET THE PROPER RATE FROM THE CLIENT AND INSTEAD TAKE IT FROM THE WORKER!Absolute scam and a joke.I will be taking the Agency to court for misrepresentation as they never once mention this is how payment works.These Umbrella companies are for self employed people, not PAYE, a company that employees you should not be charging you to get your wages.THIS IS A SCAM, DONT BE FORCED TO USE THEM LIKE I WAS. AVOID AVOID AVOID",1,Date of experience: 03 March 2023,4 Mar 2023
Sending payslip out was a great help…,Sending payslip out was a great help thank u,5,Date of experience: 04 March 2023,4 Mar 2023
Great and speedy onboarding,Deji was very helpful and explained what my options were,5,Date of experience: 03 March 2023,3 Mar 2023
The response time and follow up is…,The response time and follow up is awesome and great.EKAETE ADEPOJU,5,Date of experience: 03 March 2023,3 Mar 2023
Avoid avoid avoid,"Avoid!My accountant was excellent for years then got bought over by JSA, who in turn were bought by Workwell. With each purchase the service has deteriorated.They're pretty much just an expensive filing system but fail to keep good time. My year end accounts have had to be extended each year (when I've supplied everything in advance) and I get them to review and sign the day before the extension runs out (when they've had twelve months to prepare them). So no chance to verify or question prior to submitting.You shouldn't worry about the service you get from your accountant but these guys are stress.",1,Date of experience: 02 March 2023,3 Mar 2023
Good,Pay on time and easy to assess,5,Date of experience: 02 March 2023,2 Mar 2023
My issue was resolved in an efficient…,"My issue was resolved in an efficient and timely manner, thanks",5,Date of experience: 02 March 2023,2 Mar 2023
My experience was ok,Date of experience: 02 March 2023,4,Date of experience: 02 March 2023,2 Mar 2023
Satisfied customer,Very helpfull and informative 👌,5,Date of experience: 02 March 2023,2 Mar 2023
Had an issue with submission of my…,"Had an issue with submission of my timesheet. Louise was helpful, thorough and made sure I was clear on what needed to be done. 👍🏽",5,Date of experience: 02 March 2023,2 Mar 2023
Appalling accountancy for LTD companies,"Appalling accountancy for my limited company. Started off okay in 2019 but has been getting slowly worse with 2022-2023 absolutely shocking.Takes months to respond to emails, ignore phones calls. Received penalties and interest on late HMRC submissions and payments because of their last minute approach - seemingly using different people each time fronted by my ""personal"" accountant, which is complete nonsense. He doesn't have a clue about my account, couldn't care less and can't even be bothered to construct a sentence properly when he does get in touch with me.It feels like they've outsourced the accountancy work to the lowest bidder behind the scenes with in-experienced accountants running around with little or no guidance whilst the company owners coin it in.Avoid these cowboys at all costs.",1,Date of experience: 02 March 2023,2 Mar 2023
Exceptional customer service,"I had many a question whilst working with workwell, the team on the phone and email couldn't of been more helpful answering all questions efficiently and in a professional manner.Can't recommend them enough",5,Date of experience: 01 March 2023,1 Mar 2023
Terms of Contract not clear,It was a faiy good experience I hope it gets better.,3,Date of experience: 01 March 2023,1 Mar 2023
Very clear & helpful,"Very clear & helpful. Straight to the point. Fantastic if my current issue is resolved ASAP.Dominic C, was more than willing to help asap. That’s great personality right there…",5,Date of experience: 01 March 2023,1 Mar 2023
Always very helpful and attentive to my…,Always very helpful and attentive to my issues. Thank you.,5,Date of experience: 28 February 2023,28 Feb 2023
Really helpful and polite,Date of experience: 28 February 2023,4,Date of experience: 28 February 2023,28 Feb 2023
Provided an immediate update to my query,Date of experience: 24 February 2023,5,Date of experience: 24 February 2023,24 Feb 2023
Louise p was very helpful,Date of experience: 23 February 2023,5,Date of experience: 23 February 2023,23 Feb 2023
Your colleague Anitah M ...,"Your colleague Anitah M was very helpful to me as a new employee, answering my queries, and very kindly arranging an employment salary quotation for me, as a new and not understanding everything user of the website.Thank you",5,Date of experience: 23 February 2023,23 Feb 2023
Extremely helpful,Extremely helpful. Went out of her way to make things easy for me.,5,Date of experience: 22 February 2023,22 Feb 2023
Louise P was really helpful!,Louise was really helpful. She went out of her way to make sure all my queries were answered!,5,Date of experience: 20 February 2023,20 Feb 2023
Helpful Agents,Agent was able to provide the necessary information and point me in the right direction for info they couldn't provide.,5,Date of experience: 15 February 2023,18 Feb 2023
Amazing service,Amazing service. Anitah M provided a great service and advice.,5,Date of experience: 17 February 2023,17 Feb 2023
late pay,"left it until thursday to contact me for my details, spent 15 mins on the phone with one of your staff , he forgot to get my id so had to mess around on a friday sending you more stuff, its now 2pm and still havent been paid, pretty pathetic considering we work a week and hand. sort it out",1,Date of experience: 17 February 2023,17 Feb 2023
Very helpful and efficient,Date of experience: 17 February 2023,5,Date of experience: 17 February 2023,17 Feb 2023
Been talking to an advisor and nothing…,Been talking to an advisor and nothing made sense,1,Date of experience: 16 February 2023,16 Feb 2023
Very helpful and courteous,Date of experience: 15 February 2023,5,Date of experience: 15 February 2023,16 Feb 2023
Great response,Great customer service. My inquiry was taken and the issue was solved immediately.,5,Date of experience: 16 February 2023,16 Feb 2023
Louise and my self were discussed about…,"Louise and my self were discussed about my contract ending date, And also she suggested me very well where to search new job opportunities at the same time if i get any new job she told me to help on ubmerilla company to run the payroll.",5,Date of experience: 15 February 2023,15 Feb 2023
You were very helpful and polite and…,You were very helpful and polite and gave us all information we needed and also information we didn't know about,5,Date of experience: 15 February 2023,15 Feb 2023
Professional representative...,"The call representative Anitah was very knowledgeable, professional and helped with my query promptly. Kind regards, Mr Waller",5,Date of experience: 14 February 2023,15 Feb 2023
Jemma - The epitome of brilliance,"Jemma was nothing short of brilliant! Warm, personable, professional and polite. She said what she would do and she did it swiftly! Brimming with useful advice and ever willing to help - she is a credit to herself and shining example of what great customer service is!",5,Date of experience: 14 February 2023,14 Feb 2023
Great advice,After the call with Work well they explained in a very warm way. It gave confidence there will help me during my journey at work.,5,Date of experience: 14 February 2023,14 Feb 2023
The CS agent actually knew my query…,The CS agent actually knew my query before I mentioned what it was (KYC),5,Date of experience: 14 February 2023,14 Feb 2023
Wonderful service,I have been using workwell jsa for years now..Anita was very helpful and a wonderful person to speak tooVery happy using workwell .Thanks again,5,Date of experience: 14 February 2023,14 Feb 2023
everything went very smooth and easy…,everything went very smooth and easy when registering on the the phone with agent Patrick,5,Date of experience: 14 February 2023,14 Feb 2023
Patrick was very helpful and guided me…,Patrick was very helpful and guided me throughout the whole process with richness of details. Very pleased with the service rendered.,5,Date of experience: 14 February 2023,14 Feb 2023
Excellent service,Date of experience: 13 February 2023,5,Date of experience: 13 February 2023,13 Feb 2023
Very helpful advisor,Very helpful advisor. Answered all my questions thank you,5,Date of experience: 13 February 2023,13 Feb 2023
Excellent service,The staff was very helpful and polite,5,Date of experience: 13 February 2023,13 Feb 2023
Everything was wrong I think i got the…,Everything was wrong I think i got the problem fixed i was speaking with like 6 people all of them people are very useless apart from one lady which got me every thing sorted which in pleased you have a big mess and junk in your system fix it because of you people I'm dow 150 pound money don't grow on tress and I do not sleep on money !!!!!!!!!!,1,Date of experience: 10 February 2023,10 Feb 2023
Good customer service as always.,Date of experience: 10 February 2023,5,Date of experience: 10 February 2023,10 Feb 2023
Absolutely disgraceful,Date of experience: 10 February 2023,1,Date of experience: 10 February 2023,10 Feb 2023
Jemmy is courteous professional  and…,"Jemmy is courteous professional  and helpful,  spoke to a guy  after  her who could do with  listening how jemma speaks to people",5,Date of experience: 02 February 2023,9 Feb 2023
Dominic C was very patient and answered…,Dominic C was very patient and answered my questions clearly even though it was approaching 17:00hrs.,5,Date of experience: 08 February 2023,8 Feb 2023
Very clear,Very clear speech. Good pace. Polite. I wish all call handlers were like this!,5,Date of experience: 08 February 2023,8 Feb 2023
Great,Great. Workwell dealt with my query effectively,5,Date of experience: 07 February 2023,7 Feb 2023
Dominic dealt with query with swiftness…,Dominic dealt with query with swiftness and did not complicate the issue I had. I have received my updated p45 now. Thank you,5,Date of experience: 06 February 2023,7 Feb 2023
V polite friendly and attentive,V polite friendly and attentive. Sorted my issue out immediately,5,Date of experience: 06 February 2023,7 Feb 2023
Extremely helpful,Sara was very helpful and clarified the situation perfectly and we discussed process for holiday pay .,5,Date of experience: 06 February 2023,6 Feb 2023
Polite and helpful as always,Date of experience: 06 February 2023,5,Date of experience: 06 February 2023,6 Feb 2023
Sorrel and Patrick attended to me well…,Sorrel and Patrick attended to me well and sounded calm and very friendly,5,Date of experience: 06 February 2023,6 Feb 2023
Answered all my questions in full.,Answered all my questions in full.Very helpful. Extremely professional.,5,Date of experience: 04 February 2023,4 Feb 2023
The umbrella system is hugely confusing…,The umbrella system is hugely confusing and misleading.,1,Date of experience: 04 February 2023,4 Feb 2023
Quick response and easy to speak to,Date of experience: 02 February 2023,5,Date of experience: 02 February 2023,3 Feb 2023
Very helpful!,Date of experience: 02 February 2023,5,Date of experience: 02 February 2023,3 Feb 2023
Gemma was very polite and friendly,"Gemma was very polite, friendly yet professional.Gemma understood my query and was able to articulate the next steps for action to resolve my query.",5,Date of experience: 03 February 2023,3 Feb 2023
Excellent customer service,"Excellent customer service, and really love how they manage payments and processes to ensure everything is smooth. Thanks Jemma R, and the team.",5,Date of experience: 03 February 2023,3 Feb 2023
Amazing,Great service quick phone call,5,Date of experience: 02 February 2023,2 Feb 2023
Lewis was very helpful and professional.,Date of experience: 02 February 2023,4,Date of experience: 02 February 2023,2 Feb 2023
Exceeded expectations,"Impressed by the service that Joanna has provided since I joined. She replies on time, clearly and a pleasure to work with, she calls me when things are a bit more urgent. She also helped me sort out issues that the previous accountant made. This is the service you need when you are super busy! I couldn’t make a better decision for my business! Thanks Joanna!!",5,Date of experience: 01 February 2023,1 Feb 2023
Professional and dedicated staff,Professional and dedicated staff. Always there to meet the needs of their customers.,5,Date of experience: 01 February 2023,1 Feb 2023
Very straight forward to register,Date of experience: 31 January 2023,5,Date of experience: 31 January 2023,1 Feb 2023
Courteous and efficient service,Courteous and efficient service this morning. My question was answered swiftly.Thank you again,5,Date of experience: 31 January 2023,31 Jan 2023
lovely,"lovely, cheerfuland helpful chat...prompt service...loved the call back...thank you...",5,Date of experience: 31 January 2023,31 Jan 2023
Expertly handled my enquiry.,Date of experience: 30 January 2023,5,Date of experience: 30 January 2023,30 Jan 2023
Access to P45 after leaving Workwell,My query was listened to and the answer was relevant. I'm very satisfied with my call today,5,Date of experience: 30 January 2023,30 Jan 2023
Supported very well,The chap I spoke with was very helpful with my timesheet.,5,Date of experience: 27 January 2023,27 Jan 2023
Excellent service,Excellent service. Thank you Lionel for your patience and knowledge on tax codes. Lionel clarified all my queries. Very impressed!,5,Date of experience: 27 January 2023,27 Jan 2023
Avoid! Professional negligence,"Avoid avoid!! Do not trust 5 stars reviews, they probably are all fake.Worst accountant in the UK if you want to be stressed out and worried that your returns are not submitted on time, workwell is the place to be! The are impossible to reach over the phone or by email and really don’t care about your business. I am a filling a claim for professional negligence.",1,Date of experience: 27 January 2023,27 Jan 2023
Highly recommended,"Super helpful, friendly and knowledgeable customer service from Sara M and the Workwell team. Workwell have been my umbrella company of choice for several years and always been reliable.",5,Date of experience: 26 January 2023,26 Jan 2023
I experienced very good customer…,I experienced very good customer service. The staff I spoke with was very helpful.,5,Date of experience: 23 January 2023,23 Jan 2023
informative and helpful,"The adviser Siv was very informative about one's rights and legal position, and also very helpful.",5,Date of experience: 19 January 2023,Updated 21 Jan 2023
Good service.,Date of experience: 19 January 2023,5,Date of experience: 19 January 2023,20 Jan 2023
The person is good,The person gave me full details,5,Date of experience: 19 January 2023,19 Jan 2023
Excellent service,"All of my contacts at Workwell have responded promptly and effectively with a pleasant manner, excellent service.",5,Date of experience: 19 January 2023,19 Jan 2023
Very good first impression,Very detailed and helpful assistance.,5,Date of experience: 16 January 2023,19 Jan 2023
Friendly staff,Staff member was friendly and efficient,5,Date of experience: 18 January 2023,18 Jan 2023
Lewis answered query clearly and…,Lewis answered query clearly and politely. Good job,5,Date of experience: 18 January 2023,18 Jan 2023
very informative and helped me with my…,very informative and helped me with my query,5,Date of experience: 18 January 2023,18 Jan 2023
The best advisor ever.,Date of experience: 18 January 2023,5,Date of experience: 18 January 2023,18 Jan 2023
Polite and professional,Polite and professional. Took the time to explain details.,5,Date of experience: 17 January 2023,17 Jan 2023
Still witholding my money after it has…,Still witholding my money after it has been released by the agency.,1,Date of experience: 16 January 2023,17 Jan 2023
George in the onboarding team was very…,George in the onboarding team was very helpful,5,Date of experience: 16 January 2023,17 Jan 2023
5 star,5 star . Thanks for helping me,5,Date of experience: 16 January 2023,16 Jan 2023
10 outta 10,"Helpful, polite and keen to seek resolution to my issue.",5,Date of experience: 16 January 2023,16 Jan 2023
Very friendly and professional,"Very friendly and professional, thank you.",5,Date of experience: 16 January 2023,16 Jan 2023
Great service,"Great service, amazing specialists, and very responsive to all queries.",5,Date of experience: 15 January 2023,16 Jan 2023
Very responsive,"Very responsive, I was set up with documents sent to my agency etc within 24hrs.",5,Date of experience: 15 January 2023,16 Jan 2023
Workwell set up,Workwell seemed very helpful and very quick with there responses,5,Date of experience: 16 January 2023,16 Jan 2023
Fast & efficient,Fast & efficient. Also very knowledgeable & informative,5,Date of experience: 16 January 2023,16 Jan 2023
Communication,"Communication, friendly",5,Date of experience: 13 January 2023,15 Jan 2023
Lovely sweet personable,Date of experience: 13 January 2023,5,Date of experience: 13 January 2023,13 Jan 2023
Was easy to talk to explained to me…,Was easy to talk to explained to me whats happening in my situation great communication skills get service,5,Date of experience: 13 January 2023,13 Jan 2023
Lionel C was very helpful and knew his…,Lionel C was very helpful and knew his job very well.,5,Date of experience: 13 January 2023,13 Jan 2023
Harveer was Very friendly and helpful.,Date of experience: 13 January 2023,5,Date of experience: 13 January 2023,13 Jan 2023
Profesional and patient - workwell,Nicki whom i spoke with today was very profesional and helpful.,5,Date of experience: 13 January 2023,13 Jan 2023
Great Services,Quick response for all Queries.,5,Date of experience: 13 January 2023,13 Jan 2023
everything just fell into place with…,everything just fell into place with the chap that dealt with me,5,Date of experience: 12 January 2023,12 Jan 2023
Good services,Date of experience: 12 January 2023,5,Date of experience: 12 January 2023,12 Jan 2023
A lovely receptionist made it very easy…,"A lovely receptionist made it very easy for me.   To be honest, I have never had a bad experience with JSA.  Thank you",5,Date of experience: 11 January 2023,12 Jan 2023
Professional and helpful,Date of experience: 11 January 2023,5,Date of experience: 11 January 2023,11 Jan 2023
Great experience  speaking  with staff,Date of experience: 11 January 2023,5,Date of experience: 11 January 2023,11 Jan 2023
Don was friendly,"Don was friendly, helpful & efficient, explaining to me exactly what I needed to do without making me feel uncomfortable.",5,Date of experience: 11 January 2023,11 Jan 2023
Friendly and helpful.,Friendly and helpful.An all round nice experience :),5,Date of experience: 10 January 2023,10 Jan 2023
Provided accurate and relevant…,Provided accurate and relevant information,5,Date of experience: 09 January 2023,10 Jan 2023
Student loan issue resolved,"I had an issue with my student loan payments, but that was resolved by Workwell, Thanks so much!",5,Date of experience: 10 January 2023,Updated 18 Jan 2023
Great explanation of what I was…,Great explanation of what I was enquiring about.,5,Date of experience: 10 January 2023,10 Jan 2023
They don’t even pick the phone up,They don’t even pick the phone up! Try someone else,1,Date of experience: 09 January 2023,9 Jan 2023
Spoke to George he explained everything…,Spoke to George he explained everything clearly and  very easy to understand,5,Date of experience: 05 January 2023,5 Jan 2023
Very responsive to queries and very…,Very responsive to queries and very helpful.,5,Date of experience: 05 January 2023,5 Jan 2023
Polite,Good and explanation well and clear,5,Date of experience: 04 January 2023,4 Jan 2023
Siv is a great guy- promote him,Date of experience: 04 January 2023,5,Date of experience: 04 January 2023,4 Jan 2023
Spoke with George,"Spoke with George, incredibly helpful, made the entire process so very easy and straighforward.",5,Date of experience: 04 January 2023,4 Jan 2023
Efficient and professional,"Highly recommended, efficient and professional.",5,Date of experience: 02 January 2023,3 Jan 2023
Very poor service,"Very poor service , I have to wait almost an hour to doesn’t go someone , never had this experience with a h other umbrella company . They want you to pay extra charge for the plus service in order to answer your query very shameful .",1,Date of experience: 03 January 2023,3 Jan 2023
Poor poor service and don't care if you…,"Poor poor service and don't care if you get paid or not, don't care that I have to pay bills or put a roof over my childrens heads and the amount of stress they cause very very poor professional outfit. Definitely looking for a new umbrella company to many issues I thought that had been resolved all of a sudden come back time and time again",1,Date of experience: 02 January 2023,2 Jan 2023
Very polite and professional agent,Very polite and professional agent. All my queries were resolved quickly. Great experience using the customer service.thank you!,5,Date of experience: 23 December 2022,23 Dec 2022
Exceptional Service,The representative I spoke with was very knowledgeable and polite. My requests were met and additional information given.,5,Date of experience: 23 December 2022,23 Dec 2022
Thank you for taking time to explain…,Thank you for taking time to explain the procedure necessary  to resolve my question.  Very efficient & friendly.,5,Date of experience: 21 December 2022,22 Dec 2022
What has happened to this company,"What has happened to this company. System is slow to access, difficulty to get through on the phone. Staff range from very helpful to extremely dismissive and rude.  My experience of Lewis being one of them, talking over me, not letting me finish asking a question.  A couple of weeks ago a member of staff telling me they can do what they like with regards to tax.   They have opted out of the expenses system without telling anyone so you are now double taxed, queries are not responded to for days/weeks.  No 4 hour response and no dedicate person to talk to you.  Managers fail to pick up the phone and call back.   Lots of hidden costs such as charging gaffer managing a contract £190.  £250 for paying you your holiday pay.  And, this is just for staters. .",1,Date of experience: 21 December 2022,21 Dec 2022
Great customer service,"Siv was very friendly, helpful, and thorough when handling my query.",5,Date of experience: 21 December 2022,21 Dec 2022
Good phone communication,Date of experience: 19 December 2022,4,Date of experience: 19 December 2022,21 Dec 2022
Quick and efficient,"Quick and efficient in responding to my query, friendly call handler. I've used Workwell for a year now as an umbrella company and service has been good.",5,Date of experience: 21 December 2022,21 Dec 2022
Very helpful and precise information…,Very helpful and precise information and easy to follow and set up registration,5,Date of experience: 20 December 2022,21 Dec 2022
Abysmal service,"Abysmal service, failed to file my Tax return on-time leading to me having to pursue them for a £100 fine. Equally failed to provide any insight into incurred taxes throughout the year, leading to me having to literally guess the amount to retain. Bar filing VAT, JSA (now Workwell) have failed to support or even perform as an accounting service. Stay well away!",1,Date of experience: 30 November 2022,20 Dec 2022
Siv M Siv M was very helpful and it was a…,Siv M was very helpful and it was a easy process to release my holiday pay.,5,Date of experience: 19 December 2022,19 Dec 2022
Pension query,"I’ve not had any problems with Workwell. They’ve always been able to answer my queries (in this case a missing pension contribution).You hear horrid stories about umbrella companies, but Workwell are one of the better ones our there if you need one to sort your payroll inside of IR35.",5,Date of experience: 19 December 2022,19 Dec 2022
Rejoining after working abroad,"Helpful customer service, no hassles, good instructions and advice",5,Date of experience: 19 December 2022,19 Dec 2022
The person who first answered my…,The person who first answered my telephone enquiry whose name I've forgotten. But he was friendly and efficient. Miles better than the person I've been dealing with at the teacher's employment agency.,5,Date of experience: 15 December 2022,15 Dec 2022
Smooth registration process,Smooth registration process. Really quick and pleasant advisor.,5,Date of experience: 14 December 2022,14 Dec 2022
Registration,"The registration was very straight forward , and well explained by  the advisor",5,Date of experience: 12 December 2022,13 Dec 2022
Friendly efficient service!!,Date of experience: 08 December 2022,5,Date of experience: 08 December 2022,8 Dec 2022
Good,They help so well to the clients and do a good job.,5,Date of experience: 07 December 2022,8 Dec 2022
Joanna was helpful,"Joanna was helpful, informative and friendly.  Thank you",5,Date of experience: 07 December 2022,8 Dec 2022
Clear,"Clear, concise & timely.",5,Date of experience: 07 December 2022,8 Dec 2022
Great experience,Great experience. Everything was excellent and we finished with all procedures very smoothly. I'm very excited and happy. Thank you.,5,Date of experience: 08 December 2022,8 Dec 2022
Very nice welcome,"Very nice , easy to understand conversation to onboard me and introduce me to the company . Clearly explained .",5,Date of experience: 07 December 2022,7 Dec 2022
Friendly helpful service,Friendly helpful service. Harveer Singh whom I spoke with was very helpful and expedited my enquiry efficiently as well as wishing me a good day.,5,Date of experience: 06 December 2022,6 Dec 2022
Harveer was very informative and…,Harveer was very informative and explained everything.,5,Date of experience: 06 December 2022,6 Dec 2022
Very good - Great Customer Service,Very good - detailed and efficient service.,5,Date of experience: 06 December 2022,6 Dec 2022
Excellent customer service,"Siv was more than helpful with answering my question.He was also patient with me when I had brain fog and couldn’t remember some details initially.Siv went above an beyond my expectations by not only confirming what I needed to check, but also emailing me a copy of a document.Please pass on my appreciation and thanks.",5,Date of experience: 06 December 2022,6 Dec 2022
(Mr) SES was very helpful…,"(Mr) SES was very helpful knowledgeable.I spoke to three advisers today, he was certainly the most kind and experienced.",5,Date of experience: 05 December 2022,5 Dec 2022
Gentleman was friendly and effective in…,Gentleman was friendly and effective in handling the query raised,5,Date of experience: 05 December 2022,5 Dec 2022
Great customer service,Date of experience: 05 December 2022,5,Date of experience: 05 December 2022,5 Dec 2022
Harveer is a great consultant🌟the best,Date of experience: 02 December 2022,5,Date of experience: 02 December 2022,2 Dec 2022
Very helpful company,Date of experience: 02 December 2022,5,Date of experience: 02 December 2022,2 Dec 2022
Very unprofessional don’t do what they…,Very unprofessional don’t do what they say they will font work with them if you want them on,1,Date of experience: 01 December 2022,2 Dec 2022
For your on sanity please avoid!,"WHERE DO I EVEN START! A car crash of a company, by far the biggest collection of useless people I have ever seen. Year end accounts always wrong and always late.VAT Returns always wrong and always late.Corp Tax always wrong and always late. It would be quicker to learn accountancy for your self than it would to wait for your year end accounts with Workwell.I have incurred charges and received letters from HMRC all because of this company's incompetence. I am still waiting for my year end accounts that i was 'promised' by management in Apr 22, July 22 they said! only 5 months late, just shows even management don't care about delivering their service level agreements. If you like to pay a company to not deliver on agreed services Workwell are the company for you. Save your self the headache and go elsewhere.",1,Date of experience: 01 December 2022,1 Dec 2022
Telephone support,Excellent customer support service and very clear and helpful with support with information requested.,5,Date of experience: 01 December 2022,1 Dec 2022
Excellent service 👍🏽,Date of experience: 01 December 2022,5,Date of experience: 01 December 2022,1 Dec 2022
Good service,Date of experience: 01 December 2022,5,Date of experience: 01 December 2022,1 Dec 2022
EXCELLENT SERVICES,Date of experience: 29 November 2022,5,Date of experience: 29 November 2022,30 Nov 2022
Siv is very humble yet responsible.,Date of experience: 30 November 2022,5,Date of experience: 30 November 2022,30 Nov 2022
Helped me with all the questions I ask .,Date of experience: 29 November 2022,5,Date of experience: 29 November 2022,29 Nov 2022
I would not recommend this company,I would not recommend this company. I recently incurred expenses on a business trip which were beyond question non-taxable under HMRC guidelines. These 6expenses were paid out my own pocket and not through a company credit card. Workwell taxed these expenses and when questioned about they stated that they do not recognise the HMRC guidelines and in addition they have no obligation to recognise non-taxable expenses.,1,Date of experience: 28 November 2022,28 Nov 2022
Very helpful thank you,Date of experience: 25 November 2022,5,Date of experience: 25 November 2022,25 Nov 2022
Been with them for about 3 years now…,Been with them for about 3 years now however. As JSA they were great but they now tell me that out of pocket expenses (train travel) are taxable. Only got the train twice a week. for 8 weeksMargins seem high and web site slow.Comments welcomed,3,Date of experience: 22 November 2022,22 Nov 2022
Sign upIt’s grate and easy to set up,It’s grate and easy to set up,5,Date of experience: 17 November 2022,17 Nov 2022
Workwell Initiate,"This company makes sure to monitor my status and keeps my record updated should anything change. This helps me to keep things in order, such as past job assignments, and also helps me to get paid on time.If there ever is a point in time where I've been inactive with work, then Workwell will always drop a message in to see if all is good - they even have their own list of jobs for me to browse, if I'm finding trouble looking for one.",5,Date of experience: 20 January 2022,17 Nov 2022
Help to set up workwell,Patrick was very helpful over the phone wnd helped me a lot to set things up and explained very well,5,Date of experience: 15 November 2022,15 Nov 2022
Very quick and easy,Very quick and easy to join. Would absolutely recommend.,5,Date of experience: 15 November 2022,15 Nov 2022
"Friendly, quick and reliable.","Thorough, swift, and efficient. I was able to sign up with them easily, initially, I missed their calls so I had to call them back to set up my account. I can't remember the name of the person who helped me! But he was so polite, supportive, and helpful throughout the process, thank you.",5,Date of experience: 10 November 2022,15 Nov 2022
Payment details,Very polite and helpful,4,Date of experience: 11 November 2022,12 Nov 2022
Staf were helpfully passion and kind,Date of experience: 11 November 2022,5,Date of experience: 11 November 2022,11 Nov 2022
I had an all round positive experience…,"I had an all round positive experience working with Harveer Singh. He was courteous,  explained the process well and a pleasure to work with.",5,Date of experience: 10 November 2022,10 Nov 2022
Everything I needed to know was…,Everything I needed to know was explained in good detail.,5,Date of experience: 10 November 2022,10 Nov 2022
Excellent,Excellent Super helpful,5,Date of experience: 08 November 2022,8 Nov 2022
It was a very helpful,"It was a very helpful, professional, informed and kind approach.",5,Date of experience: 08 November 2022,8 Nov 2022
Fast and transpsrent,Date of experience: 04 November 2022,5,Date of experience: 04 November 2022,7 Nov 2022
Really good attention to the issue and…,"Really good attention to the issue and appropriate action to resolve.  Good attitude by Lewis on the phone; polite, professional, empathetic.The reason for only 4 stars is notfor Lewis.  I was on hold for over 20 minutes - I started at ""position two"" in the queue.",4,Date of experience: 07 November 2022,7 Nov 2022
"Professional, prompt and helpful service","My experience was great and handled with professionalism, a flexible service that works during none working hours.",5,Date of experience: 04 November 2022,4 Nov 2022
"Subpar service, if you can find better go elsewhere!",I personally find it hard to believe the 5* ratings as every time I’ve dealt with JSA/Workwell it’s never been a great experience and unfortunately I’ve had to deal with them several times over the last year I’ve been with them. I’m currently waiting on hold which I have been for the last hour this is after waiting 30+mins and being hung up on.It’s likely I’ll change umbrella company as their margins are quite high and their service is not that good so I’m not sure why I’m with them still.,3,Date of experience: 02 November 2022,2 Nov 2022
Great service,"Great service, prompt and knowledgeable.",5,Date of experience: 28 October 2022,28 Oct 2022
Great caring and helpful experience,Yousef was so helpful and this was representative of the whole excellent experience I have had with Workwell.,5,Date of experience: 26 October 2022,28 Oct 2022
