title,description,rating,travel_date,review_date
"Dreadful, best avoided","Weeks of calls, countless on boarding documents, every call handler with a different set of answers or opinions on how it all works.Fact, non-payer who makes lots of excuses, we have to carry out sdc evaluations, payment not received, we’re missing some information to process payment, the agency hasn’t paid us, etc, etc, etc.Utter Charltons! I wish id never engaged them!Pa6stream don’t like honest feedback, they’re doing their best to have this review removed, so I’ll put all the illustrations in the public domain. These illustrations have had the wrong tax code, ignored pension salary sacrifice, ignored accrued holiday and all these factors have screwed the illustrations to paint a picture of higher take home pay. I ended up talking to a manager call Tom, he even claimed m6 taken home would be adjusted down further due to my tax free income being reconsidered every week with my due payment. Your tax free allowance is set be the tax office (HMRC) once a year, unless your circumstances change. Not by some shady outfit attempting to justify higher engagement costs. Plus you actually need to pay contractors not just  sit on your fingers. This company is inept and I’ll be taking them to tribunal if they make unauthorised deductions!And to Pa6streams response: I have contacted you 5,6 even 7 times in a day debt chasing, all to no avail. I have documented proof of this, for disclosure at recovery ADR!Final update: Paystream claim they’ve done nothing wrong. However they’ve withheld expenses, messed up tax codes, not made the salary sacrifice pensions transfer we set up and it now turns out they’ve signed me up to NEST and although they set it up they claim I have to opt out, from a scheme I have no information of, no details, contact points, etc.This is another stealth deduction taking your day rate down to less than 40%. And they guilty of no wrong doing and have sent emails to the employment agency, Rullion, lying claiming they’ve done their best to sort out the issue, however I’ve not been copied in on these emails and all the emails I’ve received and phone calls I’ve made have been met with condescension and detain.Wow way to compound the lies. See you at Employment Tribunal, thanks for the additional evidence!For contractors reading this review, even though Paystream are doing their very best to have it removed, check out the reviews on offpayroll.org. My experience in not unique, this is a common bad attitude and behaviour of the unscrupulous company that has no integrity or honour!Avoid at all costs, you have been warned!Final: Paystream have generated a new set of payslips that do not correlate to the originals, to create a fake audit trail.They have retained my expenses without making a payout but told the agency they have paid them out.Matter now proceeding to Court!",1,Date of experience: 10 November 2022,Updated 30 Nov 2022
Helpful and informative,Date of experience: 09 November 2022,5,Date of experience: 09 November 2022,10 Nov 2022
review,fast response and questions answered in professional manor,5,Date of experience: 04 November 2022,4 Nov 2022
Refreshing to work with a company who deliver on their promises,"Having had a previous bad experience with what started out to be a reputable and well-regarded accountancy firm and ended up taking months to close my account with them, I entered a relationship with Paystream with much trepidation. I am very pleased to say that my experience with them has been great. They have delivered everything they said they would and I would recommend them highly.",5,Date of experience: 04 November 2022,4 Nov 2022
Incredible and Reliable as always,Paystream has helped me so much since I started working with them. They are always on hand to deliver on their promises and are an absolute pleasure to wor with. Nothing is ever too much for them and they will always go the extra mile to make sure they deliver a great service,5,Date of experience: 19 October 2022,3 Nov 2022
Excellent service,I have been with paystream for almost 2 years now and their service has been A1. They’re reliable and always on hand to speak with. Thank you to the Team for providing excellent support.,5,Date of experience: 08 June 2022,3 Nov 2022
Excellent customer service and prompt…,Excellent customer service and prompt response to questions,5,Date of experience: 28 October 2022,2 Nov 2022
Trusting,Trusting company handled all the paperwork explained everything in details and guided me for the best way to open a limited company,5,Date of experience: 01 November 2022,2 Nov 2022
Professional Service,"I have been with paystream for 3 years and their service has been 10/10. They’re reliable and always on hand to speak with. They were SO helpful when I was applying for a mortgage and provided what I needed promptly and professionally. Thank you to the Team and for providing consistent, trustworthy support.",5,Date of experience: 01 November 2022,2 Nov 2022
Excellent!,"Always on time, informative, makes sure that everything is sorted",5,Date of experience: 01 November 2022,1 Nov 2022
Excellent,Always polite and helpful. Always been professional and answered the phone quickly,5,Date of experience: 01 November 2022,1 Nov 2022
Very happy with PayStream,Very happy with PayStream. They provide an excellent level of communication and customer service. Very transparent with the service they offer and predictably reliable.,5,Date of experience: 01 November 2022,1 Nov 2022
Amazing service,"The service has been amazing from day one. The team working on my account are super reactive and knowledgeable.Also, I really like their platform to review and manage my finances.",5,Date of experience: 01 November 2022,1 Nov 2022
So far great… Quick and Efficient,Date of experience: 01 November 2022,5,Date of experience: 01 November 2022,1 Nov 2022
The Wolf of Poor Street,"Update: in reply to paystream - Im not the only one who has this complaint so its not very nice you make it out that I have got it wrong, very poor service only compounded by your lack of awareness/ dont care attitude. Why reply here instead of dealing with my complaint in person ? High pressure sales techniques almost boiler room tier, no respect or manners, I could not get a word in at all, when I started asking questions these were completley dismissed as nonsense, undermined any professinoal advice I have been given separatley which is very worrying, the sales reps must be desprate for target as the whole experience reeked of desparation and brute force sales. I could not even interupt the conversation to advise the rep I had had enough of his condescending tone and arrogance. If they had not been reccomended by agency I would swear I was talking to a scammer company the sales technique was that bad. Avoid !!",1,Date of experience: 01 November 2022,Updated 3 Nov 2022
Pay stream understand needs of contractors,Professional and understanding,5,Date of experience: 28 October 2022,31 Oct 2022
Prompt responses in time,Prompt responses in time. and right maintenance.,5,Date of experience: 29 October 2022,29 Oct 2022
Terrible service,"Terrible service, contradictory advice and highly patronising accountants.I had the recent unfortunate experience where the accountant advising me of my dividend situation was not only inpatient witn my queries, but was also extremely rude and subsequently hung up on me. Instead of explaining me on areas that I didn't understand (isn't that part of the service?), he decided to hang up on me because he didnt check facts of my company at his end.When speaking with his manager, I got a similar treatment where despite complaining about the service levels, I was told I would need to wait until they had ""heard"" the audio recording of the conversation?!To make maters worse, both accountants gave me opposite dividend planning advice!And as if it wasn't already bad, I received a separate email from the firm asking me to follow yet another different approach.Not only am I shocked at the lack of client engagement skills and service levels by the accountants, I am really confused as to what the correct accounting guidance I need to follow.It's truly heart breaking to see I have paid so much fees to get this service and advice.Sadly, I don't even know who further to raise this with.I feel totally clueless and helpless about this situation.",1,Date of experience: 27 October 2022,29 Oct 2022
Hard sell harassing pests.,"I contacted several companies for speculative payment illustrations and PayStream is the only company that went in with the hard sell from the beginning. Quoting being the largest umbrella and with great Trustpilot reviews etc. etc. Since then I receive a phone call from them roughly once every two weeks seeking business. It's bordering on harassment and has made my decision to avoid them at all costs an incredibly easy one. No other company has berated me with phone calls since, they've respected my privacy. I'll be going with one of those instead. The PayStream business model is clearly hard sell hard sell hard sell to bring in customers, rather than focusing that effort on providing a quality service. No doubt if I ever did sign up with them they would berate me about leaving a 5-start Trustpilot review in the first week.",1,Date of experience: 24 October 2022,24 Oct 2022
Excellent Service,Payment on time. Exciting benefits. Definitely recommend.,5,Date of experience: 22 August 2022,Updated 17 Oct 2022
Wonderful experience,". It was a wonderful experience with the pay stream, good customer relations, no delay with payment, lots of fantastic offers like holiday pay, and many more benefits.But if the service charge ( £15 ) can be reduced a bit it will be fantastic because at times the hours worked per week are not much, especially for students with just 20 hours per week😁.Still a wonderful experience though. 👍",4,Date of experience: 16 September 2022,15 Oct 2022
Excellent umbrella company service,"Provided an exceptional level of service.  Always on hand to answer queries, whether on phone, via email or chat in a timely and polite manner.  Would not hesitate to refer to friends and colleagues, or to use them again should the situation arise",5,Date of experience: 31 August 2022,14 Oct 2022
Excellent service,Excellent service. Helpful consultants. Quick response to phone calls or requests.,5,Date of experience: 14 October 2022,14 Oct 2022
Excellent and great service,Date of experience: 10 October 2022,5,Date of experience: 10 October 2022,14 Oct 2022
All good.!,"it was a short stay , but it was all good..",5,Date of experience: 14 October 2022,14 Oct 2022
Nothing to say really,"Nothing to say really.  Set up was simple and painless, ongoing communication was timely and informative.  Crucially, the money always arrived as expected.",5,Date of experience: 12 August 2022,14 Oct 2022
Great customer service,"Great customer service, simple payment process and invoices paid on time when expected",5,Date of experience: 01 July 2022,14 Oct 2022
Very good service from beginning to end,Very good service from beginning to endVery easy to contact and talk to.,5,Date of experience: 01 September 2022,13 Oct 2022
Highly recommended,"PayStream made it really easy for me to take on a consultancy position, signing up to the umbrella company instead of the hassle of setting up my own company. Submitting timesheets is a breeze, and customer services are quick to respond to queries. Recommended.",5,Date of experience: 30 September 2022,13 Oct 2022
The best umbrealla company ive worked…,The best umbrealla company ive worked with. I had the VIP service and it was excellent. Used them for 2 contracts and would highly recommend.,5,Date of experience: 13 October 2022,13 Oct 2022
Excellent service,I would recommend Paystream as they provided excellent service and very responsive to any issues or questions.,5,Date of experience: 13 October 2022,13 Oct 2022
Been with them 15yrs no complaints all ways helpful,No complaints,5,Date of experience: 03 October 2022,13 Oct 2022
Excellent,"It was great experience with paystream ,and the costumer service very helpful.",5,Date of experience: 13 October 2022,13 Oct 2022
PayStream is an established payroll…,PayStream is an established payroll company and their payments are flawless as well as their customer service is outstanding with some of their customer services staff who go beyond the standard procedure to help the clients if any difficulties arise. I highly recommend PayStream to all other consultants.,5,Date of experience: 07 July 2022,13 Oct 2022
Highly recommended,"Highly recommended! Very professional, clear and concise communication. Great and quick support when you need it!",5,Date of experience: 30 September 2022,13 Oct 2022
Brilliant,Highly recommended as an umbrella company. I found them to be quick and efficient. Queries responded to within minutes.,5,Date of experience: 11 October 2022,13 Oct 2022
Top Marks,I found Paystream to be very helpful and supportive as an umbrella company. I have no complaints and would not hesitate to recommend them.,5,Date of experience: 12 October 2022,13 Oct 2022
All good,Payment on time all the time- helpful when needed to get in touch. Cannot argue,5,Date of experience: 13 October 2022,13 Oct 2022
Pays for itself,"Really great service. Always legit. Friendly staff. They often go the extra mile, and I'm quite sure have paid for themselves already!",5,Date of experience: 01 January 2022,13 Oct 2022
PayStream the Benchmark.,A truly Professional team and FIRST CLASS EXPERIENCE!,5,Date of experience: 30 September 2022,12 Oct 2022
Good service,"Good service, responsive customer support team, helpful. Thanks for the good service from PayStream!",5,Date of experience: 30 September 2022,11 Oct 2022
The best umbrella bcompany I have used…,The best umbrella bcompany I have used so far.,5,Date of experience: 11 October 2022,11 Oct 2022
Great product and customer service,Great product and customer service.  Paystream is a great service at a very reasonable cost.  You can also flex the service up or down depending on your individual needs.  Very well connected to pension companies too.  Can definitely recommend them.,5,Date of experience: 07 October 2022,11 Oct 2022
Highly recommended umbrella company,I have just finished my contract and had paystream as my umbrella company the past 6months. The onboarding process when I first started was quite smooth and I always get my pay on time. They have sorted my student finance and pension quite quickly as well.,5,Date of experience: 27 September 2022,11 Oct 2022
Great service overall,Great service overall. All queries were dealt with on the same day and I was always able to get through to someone within a few rings. I would definitely recommend Paystream.,5,Date of experience: 11 October 2022,11 Oct 2022
Great to deal with and efficient and…,Great to deal with and efficient and professional service,5,Date of experience: 01 October 2022,11 Oct 2022
Supportive and professional,"Supportive, quick, and efficient! just very professional.I fully recommend it.",5,Date of experience: 10 October 2022,11 Oct 2022
Very poor   And uncompromising,Very poor   And uncompromising. I provided proof from client that agreed contract expenses for first two weeks were to be tax free- end client statement.,1,Date of experience: 06 October 2022,6 Oct 2022
Paystream as employer,Been using Paystream as my employer for last few months and never had any issues. Customer service is great and on time.,5,Date of experience: 04 October 2022,5 Oct 2022
Paystreem,Very good service always on time. Never had any issues with paystreem. Happy to be the part of the team.,5,Date of experience: 02 September 2022,4 Oct 2022
Excellent service,Date of experience: 03 October 2022,5,Date of experience: 03 October 2022,3 Oct 2022
Fabulous team!!!,"Fabulous, trust worthy, impeccable team!!!",5,Date of experience: 30 September 2022,30 Sept 2022
Efficient and fast,Always efficient and clear accounting services,5,Date of experience: 30 September 2022,30 Sept 2022
Review,Excellent service,5,Date of experience: 29 September 2022,29 Sept 2022
I used Paystream as my personal accountants. They were great!,"I used Paystream as my personal accountants for a period of 6 months during my time contracting and for my own business ventures. I have been nothing but impressed with Ivan and Olivia's customer experience they provided to my company. If I ever find myself contracting in the future, paystream will be my first port of call to assist us with our books. I'm sure this will be the case with the IR35 changes. Best wishes for the future.",5,Date of experience: 26 September 2022,26 Sept 2022
Always had great service from Lauren…,Always had great service from Lauren Pym. Paystream is my go-to umbrella company.,5,Date of experience: 22 September 2022,22 Sept 2022
Brilliant service all year round from…,Brilliant service all year round from Lewis and his team.,5,Date of experience: 16 September 2022,16 Sept 2022
Service Provided,Overall very good experience!,5,Date of experience: 10 September 2022,10 Sept 2022
I felt really supported during my time…,"I felt really supported during my time using PayStream, great customer service and platform! Thanks PayStream!",5,Date of experience: 10 September 2022,10 Sept 2022
excellent service,"excellent service, always helpful, always contactable.Will be using again.",5,Date of experience: 10 September 2022,10 Sept 2022
Very good levels of service,Didn't think I would be saying this given the reputation some umbrella companies have but PayStream service really has been very good. Customer support are responsive and very pleasant.,5,Date of experience: 01 June 2022,10 Sept 2022
Paystream as an Umbrella Company…,I used Paystream as an Umbrella Company between April 2021 to August 2022. They are very responsive and quick to resolve any issues. The staff are warm and always ready to help,4,Date of experience: 09 September 2022,9 Sept 2022
Found them thoroughly professional and…,Found them thoroughly professional and answered any questions I had promptly. Very good customer service.,5,Date of experience: 18 August 2022,9 Sept 2022
All ok,"All ok, very helpful",4,Date of experience: 05 September 2022,9 Sept 2022
Great staff and always delt with any…,Great staff and always delt with any problems I had.,5,Date of experience: 09 September 2022,9 Sept 2022
Excellent service from Paystream,"Excellent service from Paystream. Salary paid on time, responsive customer services. I will def use if I ever go contracting again.",5,Date of experience: 30 June 2022,8 Sept 2022
Always had a great experience from a…,"Always had a great experience from a client side, our account manager Ben Jones is always super responsive and knowledgeable.",5,Date of experience: 08 September 2022,8 Sept 2022
Great level of service,"Reliable, efficient and transparent service.  Particularly good communication from Ben Jones (CRM) and the team are also always on hand to help with any queries/ issues.Would happily recommend to others",5,Date of experience: 08 September 2022,8 Sept 2022
Cara who conducted my Company's Annual…,"Cara who conducted my Company's Annual Review was extremely knowledgeable, understood my business and provided practical and relevant advice.She was also extremely professional and easy to deal with.Highly recommended",5,Date of experience: 08 September 2022,8 Sept 2022
Used to be good but recently awful,"Used to be good but recently awful. Constant issues getting paid on time, customer service dont reply on email so you have to phone. When calling they tell you what you want to hear but rarely action happens or follow up to let you know any progress.Update 2024 - upgraded to 3 stars from 1. When everything is setup it seems to go smooth, but when something changes they are rubbish at letting you know and you find out by a missed payment.",3,Date of experience: 08 September 2022,Updated 29 Sept 2024
Pay stream Performance,"Paystream have been fantastic in my current assignment, they are helpful, reactive and any issues are dealt with promptly and without fuss -i would certainly use them again and recommend them to anyone in the contracts world",5,Date of experience: 08 September 2022,8 Sept 2022
First time entering the world of…,First time entering the world of contracting and paystream have been an absolute pleasure to be with. Very friendly and knowledgeable staff. Good system and kept up to date. Got paid on time. Really couldn't fault them one bit.,5,Date of experience: 08 September 2022,8 Sept 2022
Great service,"Great service, friendly staff.",5,Date of experience: 08 September 2022,8 Sept 2022
Great service and staff always helpful.,Date of experience: 07 September 2022,5,Date of experience: 07 September 2022,7 Sept 2022
Excellent service from day one,"Excellent service from day one, always on time with payments & super helpful with any verbal or written queries I had.",5,Date of experience: 07 September 2022,7 Sept 2022
Very Good.............,Date of experience: 07 September 2022,5,Date of experience: 07 September 2022,7 Sept 2022
Great first experience of Umbrella,Great experience. Very good support whenever needed.No real complaints other than some travel expenses being taxed and took a little while to resolve.,4,Date of experience: 07 September 2022,7 Sept 2022
In my experience Paystream is easy to…,"In my experience Paystream is easy to set up, the staff are very helpful in advising this too. An excellent service .",5,Date of experience: 07 September 2022,7 Sept 2022
Inside IR35. Use PayStream. Simple.,"I have nothing but praise for the umbrella service provided by PayStream. It’s easy, efficient and at a lower cost than I expected based on previous experience. And the range of extra benefits that are available are extremely useful and well worth the consideration.",5,Date of experience: 07 September 2022,7 Sept 2022
Efficient and helpful,"Really friendly, prompt and helpful service if you do have any questions, but overall a hassle-free and efficient service. Would recommend to friends needing the services of an umbrella company.",5,Date of experience: 07 September 2022,7 Sept 2022
Excellent,"Excellent! If l needed assistance, Paystream sorted issues straight away.",5,Date of experience: 07 September 2022,7 Sept 2022
Highly Recommended,"Easy to set up and to work with PayStream. Everything was clearly set out with none of the pesky 'hidden costs' that are buried in reams of small print used by some companies. Great communications, online portal and access to support. Pay was processed on time, every time with no mistakes or problems. I would definitely use PayStream again.",5,Date of experience: 07 September 2022,7 Sept 2022
Excellent customer service.,Date of experience: 07 September 2022,5,Date of experience: 07 September 2022,7 Sept 2022
Excellent,"Best umbrella, I am able to manage my finances without any hiccups",5,Date of experience: 07 September 2022,7 Sept 2022
Fantastic umbrella company,"Fantastic umbrella company, never had a problem, always paid promptly and on time, l would highly recommend Paystream to any contractor!",5,Date of experience: 07 September 2022,7 Sept 2022
Ben Jones,Ben is a fantastic client relationship manager. Within 24 hours he has always responded and solved any queries with regards to candidate set up's etc. I would recommend Paystream to any candidate needing an Umbrella company.,5,Date of experience: 06 September 2022,6 Sept 2022
IR35 Contract Review,"Just used Paystream for an IR35 contract review, as part of their PSC offering. As always, super-impressed with the speed and quality of their work, along with their flexibility. Thoroughly recommend them.",5,Date of experience: 05 September 2022,5 Sept 2022
Top service + speedy responses,Very positive experience on starting with paystream where I'd originally expected to use an umbrella company since last year. This is my first experience and the customer service is absolutely top class. Good advice and friendly staff in phone calls and early responses and acknowledged by email. First weeks pay process ran smoothly so looking forward to this being a helpful service going forward.,5,Date of experience: 05 September 2022,5 Sept 2022
GREAT OUTFIT,"I work: PayStream sort out the timesheets, invoicing, Tax and payments .........simples!",5,Date of experience: 02 September 2022,3 Sept 2022
PayStream is fantamaglorious!,"PayStream has very friendly and professional service provision. I’ve appreciated that every time I’ve called or emailed, I receive a prompt response. They also resolve issues within a reasonable timeframe. I would highly recommend their service as they are absolutely AMAZING.",5,Date of experience: 02 September 2022,3 Sept 2022
So far so good!,"Paystream were recommended to me by a friend - and I am very pleased with the recommendation.Very simple, very easy process of getting a breakdown of your salary. There is always someone to answer any queries you have. After being with other Umbrella comes in the past, I have to say Paystream are a breath of fresh air! Keep up the good work",5,Date of experience: 02 September 2022,2 Sept 2022
Used paystream for my tax return,Used paystream for my tax return. Excellent service,5,Date of experience: 02 September 2022,2 Sept 2022
One of the best and trusted company,One of the best and trusted company. Very support and active for their customers.,5,Date of experience: 02 September 2022,2 Sept 2022
New customer,"I transferred over to paystream after 4 years with my previous provider. I have been blown away by their service, absolutely first class. All I can say is that I have nothing to worry about as they have everything in hand.",5,Date of experience: 02 September 2022,2 Sept 2022
A great company for umbrella…,A great company for umbrella contractors. All my calls to date have been answered within 30 seconds! Highly recommended,5,Date of experience: 02 September 2022,2 Sept 2022
Team is always responsive and provides…,Team is always responsive and provides clear answers to questions. Friendly and nice to work with.,5,Date of experience: 30 August 2022,31 Aug 2022
Good payroll company!,Date of experience: 30 June 2022,5,Date of experience: 30 June 2022,25 Aug 2022
Thoroughly professional,I was looking for my first Umbrella company and emailed several on my clients approved list. Paystream was the first to get back - Josh emailed almost right away. Some others did not even bother to respond while two others responded days later. Josh was very clear right from the beginning. Their on-boarding process is simple and the best thing is they are highly accessible and responsive. I have been consistently paid on time and am impressed with Paystream's smooth operation. Well done guys.,5,Date of experience: 23 August 2022,23 Aug 2022
Very happy and highly recommended,"Have been with Paystream for nearly a year now, first as an umbrella company and for the past 3 months as accountants for my Limited company. Very happy about the service, always prompt and professional, really good. Highly recommend.",5,Date of experience: 23 August 2022,23 Aug 2022
Excellent,"Excellent, prompt service.",5,Date of experience: 22 August 2022,22 Aug 2022
I have used Paystream for several years…,I have used Paystream for several years now and found them very professional and extremely helpful,4,Date of experience: 19 August 2022,19 Aug 2022
Paystream - Not a Good Service Provider,"I've used both services at Paystrem, Umbrella and Ltd Company and both have been poorly managed to the extent I would never used them again or recommend them to anyone.",1,Date of experience: 18 August 2022,18 Aug 2022
Great service,Great service with a really friendly and knowledgeable team.,5,Date of experience: 17 August 2022,17 Aug 2022
Opt in to the standard rewards on MyMax during the account signup,I had a problem with the MyMax standard rewards programme. I couldn't find any way to register online.It seems if you don't opt in when you first setup your MyMax account you have to call to set up the rewards access.I think it would be better if you could do this through your Paystream Portal.I had a call from Paystream who said they would send an email so that I could sign up.,3,Date of experience: 17 August 2022,Updated 18 Aug 2022
Great Umbrella company really helpful…,Great Umbrella company really helpful would recommend,5,Date of experience: 16 August 2022,16 Aug 2022
Work professionally,"Everybody works professionally, friendly and fast",5,Date of experience: 09 August 2022,9 Aug 2022
Brilliant service for contractors,Paystream handled my contractor needs without a hitch and are the best umbrella provider that I have worked with.,5,Date of experience: 08 August 2022,9 Aug 2022
I recommend PayStream for their customer friendly service,Date of experience: 08 August 2022,5,Date of experience: 08 August 2022,8 Aug 2022
Payment issues,Not satisfied with my expenses payment.,2,Date of experience: 08 August 2022,8 Aug 2022
Helpful,Efficient and supportive,4,Date of experience: 08 August 2022,8 Aug 2022
Were excellent from day one as far as I…,Were excellent from day one as far as I am concerned.,4,Date of experience: 07 August 2022,7 Aug 2022
Professional service,Professional service. Never had any issues. OX,5,Date of experience: 07 August 2022,7 Aug 2022
I would choose them 1000 times…,Never have I worked with such polite people…ready to help you always…the resilience is amazing❣️,5,Date of experience: 07 August 2022,7 Aug 2022
Great Service !,The service provided by PayStream was excellent. They were very friendly and proactive for the first time inside IR35 contractors.,5,Date of experience: 07 August 2022,7 Aug 2022
Very satisfied,Date of experience: 07 August 2022,5,Date of experience: 07 August 2022,7 Aug 2022
thanks guys!,Date of experience: 06 August 2022,5,Date of experience: 06 August 2022,7 Aug 2022
Excellent service as umbrella company,I used paystream as my umbrella company as an agency worker. Great service and easy to get in the phone with representatives. They set me up in one day and have been very helpful very since. My payslips are east to read and I get my holiday paid upfront as that was my preference. Excellent service,5,Date of experience: 06 August 2022,6 Aug 2022
"Very efficiënt,and always on top of all…","Very efficiënt,and always on top of all issues",5,Date of experience: 06 August 2022,6 Aug 2022
All good!,No problems at all giving 5 stars. Really welcomed the pension salary sacrifice capability & always paid promptly. Nothing to not like!,5,Date of experience: 06 August 2022,6 Aug 2022
Good accounting services,Efficient service and quick to respond to queries. Happily been with Paystream for 6years.,5,Date of experience: 06 August 2022,6 Aug 2022
New to contracting,Paystream were very helpful as I was new to contracting and umbrella companies. They helped me get set and talked me through every stage. Always available. Found them very efficient and no errors in payment,5,Date of experience: 05 August 2022,5 Aug 2022
PAYE/LTD/Umbrella,"Jason came to our offices in Walsall to explain LTD/PAYE & Umbrella, the training was delivered in layman's terms so that all staff understood it.",5,Date of experience: 05 August 2022,5 Aug 2022
Paystream provides a very…,"Paystream provides a very professional,reliable and timely service",5,Date of experience: 05 August 2022,5 Aug 2022
Very good service,I had a very good experience using PayStream services.,5,Date of experience: 04 August 2022,5 Aug 2022
The worst,You will have nothing but problems with this lot always looking to rip you off careless accounting and processing of pay not to mention very junior people who have no idea of what they are doing. Not suitable for professional market more low pay staff,1,Date of experience: 04 August 2022,4 Aug 2022
Best Contract Umbrella Company,"Was very sceptical over umbrella companies but my experience with Paystream has been exemplary. Very good contact and customer service, paid on time and with minimal fees. Would recommend Paystream to anyone on a contract, best company available in the market place.",5,Date of experience: 04 August 2022,4 Aug 2022
Highly recommend Paystream,"Highly recommend Paystream. Truly an umbrella service for the modern economy. Everything works like clockwork, and if you ever need to talk to a person, they have very friendly customer service associates that are experts in what they do.",5,Date of experience: 04 August 2022,4 Aug 2022
First time Umbrella Company user,"I had to use an umbrella company when my Co tract was deemed to be inside IR35. My agency recommended Paystream as they had used them in the past. I found the signing in process very easy to complete , indeed I was fully signed up and ready to go in a couple of days. During the 12 months I worked via paystream I had no major issues, I found them responsive to emails , and when one payment was delayed because my agency hadn’t processed my invoice on time , they went out of their way to pay me using same day payment rather than BACSI would recommend Paystream to anyone needing an Umbrella company to work through",5,Date of experience: 04 August 2022,4 Aug 2022
Excellent umbrella!,"Excellent umbrella!Paystream have always paid on time, customer service has always been excellent and have always been proactive in making sure I received the best service. I'd highly reccomend them!",5,Date of experience: 04 August 2022,4 Aug 2022
Thoroughly Professional Service.,Date of experience: 04 August 2022,5,Date of experience: 04 August 2022,4 Aug 2022
Paystream is very transparent right…,Paystream is very transparent right from the beginning and highly resposive. The customer care service is very friendly and they always solve the issue that I called for from end to end. Their illustartions with any finacial changes are very helpful. I am glad I have chosen Paystream,5,Date of experience: 04 August 2022,4 Aug 2022
Great team of people,Always clear and precise information and given in a timely manner. Very professional and patient when dealing with my queries. Thanks,4,Date of experience: 04 August 2022,4 Aug 2022
After 18 months battling to get a…,"After 18 months battling to get a significant refund from HMRC Sam, from the PSC Closing team, finally landed it today. A very long and frustrating journey but perseverance paid off.Well done team.",5,Date of experience: 02 August 2022,2 Aug 2022
Great services!!!,Great services!!!They always respond to Enquiries and Complaints Promptly.,5,Date of experience: 01 August 2022,2 Aug 2022
Top notch,"Simple, effective and pay on time. I’ve had no issues at all and found them excellent for an umbrella. Any queries that I have had have been answered and resolved quickly.",5,Date of experience: 01 August 2022,1 Aug 2022
Very happy with my experience with…,Very happy with my experience with Paystream. They are quick to answer the phone and they are very helpful with queries I ask. Their benefit package is great and payment is always on time 😊... cannot complain,5,Date of experience: 01 August 2022,1 Aug 2022
Responsive and supportive,Date of experience: 01 August 2022,5,Date of experience: 01 August 2022,1 Aug 2022
I have used Pay stream for the first…,"I have used Pay stream for the first time and wanted to say what a wonderful customer service I got from Tyrell Palmer He was very professional, responsive and accommodating from the start. He sounded Very Very Friendly, explained to me everything clearly and honestly. He advised me from bottom of his heart. I spoke to few others but felt Tyrell and the company were the one to sign up with.  I find it hard to believe and trust people but Tyrell, His honesty just sold me signing up. The conversation we had, I felt like I could have told him my whole life story. lol",5,Date of experience: 01 August 2022,1 Aug 2022
Excellent company,Excellent company.  I've been with them for years and they always deliver.  I've used a few Umbrella companies in the past and they are by far the best.  Always somebody there to speak to and don't keep you waiting on hold to get through. Transparent and reliable. You pay for what you get!,5,Date of experience: 29 July 2022,29 Jul 2022
I'm honestly not sure where to begin,I'm honestly not sure where to begin.  They are a horrific nightmare.  DO NOT USE THESE PEOPLE!  The amount of admin they seem to constantly cause is a separate full time role.  Each person you deal with seems to have their head further up their ass than the one who proceeded them.  I am forced to use an umbrella due to IR35. I'm yet to try a their competition as the companies I work with 'have a relationship' with these morons. but I've going to see what I can do.,1,Date of experience: 28 July 2022,28 Jul 2022
I have used Paystream since 2015,"I have used Paystream since 2015, always a great service, the Portal facility allows me to look after my Company in the hours I work, not just 9 to 5 Monday to Friday!",5,Date of experience: 28 July 2022,28 Jul 2022
HORRIFIC AVOID,"HORRIFIC! AVOID!!!!I submitted expenses to Paystream and my client accepted them. Paystream only had to pay these expenses. Paystream then said that due to my office location being my local office (251.4 miles away) I cannot claim expenses from my home to there. Went through 7 months of hassle, they processed £600 of expenses through salary and taxed on these expenses.. Expect £600, get £360. Then asked me to fill in SDC form (IR35 questions) and still nothing was sorted.AVOID like the plague.",1,Date of experience: 27 July 2022,27 Jul 2022
"Forget my last review, this company is horrid","Forget my last review, truly rubbish company. Their policy for a P45 makes no sense and is designed to screw over the employee. I now owe HMRC underpaid tax and they didn’t even pay me my expenses. The advisor was nice enough and there was no issue with him, hence the 1 star but 0 starts for the company and everything else.",1,Date of experience: 26 July 2022,26 Jul 2022
Very pleased with Paystream,"I used Paystream for about 15 months, having worked via a limited company for 30 years. They did everything required correctly and on time, including the salary sacrifice into my personal pension scheme. Customer service replied to email queries within about 24 hours. No complaints ... on my experience, I would recommend them wholeheartedly.",5,Date of experience: 22 July 2022,22 Jul 2022
Excellent service,"Excellent service. I used Paystream for my first limited company and they were so helpful. Lewis, Sam and the team were great to deal with and were always on hand for any questions. Highly recommend",5,Date of experience: 20 July 2022,20 Jul 2022
They tell you they’ll pay £100 per…,"They tell you they’ll pay £100 per referral. I referred someone, emailed multiple times over multiple weeks, but am yet to see a penny of that",1,Date of experience: 15 July 2022,15 Jul 2022
Great service as always.,Great service as always and everything explained in a clear and easy to understand fashion.,5,Date of experience: 15 July 2022,15 Jul 2022
Always at the end of the phone when I…,Always at the end of the phone when I need advice and I know exactly where I’m up to on my accounts Thanks,5,Date of experience: 14 July 2022,14 Jul 2022
I never have to worry about the side of…,I never have to worry about the side of my business that I don't enjoy. That's the joy of Paystream for me.,5,Date of experience: 11 July 2022,11 Jul 2022
